n,residue,M,event_A,event_B,stopping_time,mean_traj_event_A
74410709,2773,12,1,0,112,0.482143
92916437,2773,12,1,0,71,0.394366
168590037,2773,12,1,0,91,0.43956
117570261,2773,12,1,0,119,0.487395
149289685,2773,12,1,0,86,0.430233
56777429,2773,12,1,0,91,0.450549
17369813,2773,12,1,0,75,0.426667
149375701,2773,12,1,0,132,0.5
244132565,2773,12,1,0,101,0.455446
103353045,2773,12,1,0,122,0.491803
50494165,2773,12,1,0,159,0.528302
65391317,2773,12,1,0,77,0.415584
191212245,2773,12,1,0,88,0.431818
109992661,2773,12,1,0,76,0.407895
42195669,2773,12,1,0,146,0.520548
195271381,2773,12,1,0,64,0.359375
122469077,2773,12,1,0,165,0.527273
258718421,2773,12,1,0,147,0.510204
265247445,2773,12,1,0,98,0.44898
60426965,2773,12,1,0,164,0.530488
16714453,2773,12,1,0,56,0.357143
234203862,2774,12,0,1,120,0.491667
226056918,2774,12,0,1,74,0.405405
142093014,2774,12,0,1,181,0.541436
213854934,2774,12,0,1,85,0.435294
62372566,2774,12,0,1,153,0.529412
151136982,2774,12,0,1,94,0.457447
153381590,2774,12,0,1,86,0.44186
82709206,2774,12,0,1,185,0.545946
138971862,2774,12,0,1,135,0.511111
151542486,2774,12,0,1,178,0.539326
223189718,2774,12,0,1,177,0.536723
237214422,2774,12,0,1,139,0.510791
31345366,2774,12,0,1,106,0.490566
116468438,2774,12,0,1,119,0.495798
132426454,2774,12,0,1,116,0.491379
181050070,2774,12,0,1,110,0.481818
184273622,2774,12,0,1,80,0.425
105372374,2774,12,0,1,290,0.575862
146430678,2774,12,0,1,170,0.535294
262589142,2774,12,0,1,147,0.517007
88754902,2774,12,0,1,128,0.507812
214624982,2774,12,0,1,85,0.435294
167824086,2774,12,0,1,105,0.47619
102947542,2774,12,0,1,160,0.53125
84155095,2775,12,1,0,104,0.471154
113724119,2775,12,1,0,157,0.522293
23010007,2775,12,1,0,161,0.534161
178133719,2775,12,1,0,129,0.496124
211598039,2775,12,1,0,104,0.461538
33966807,2775,12,1,0,141,0.51773
93014743,2775,12,1,0,125,0.496
46152407,2775,12,1,0,124,0.5
14797527,2775,12,1,0,116,0.5
239590103,2775,12,1,0,212,0.54717
116710103,2775,12,1,0,149,0.516779
115026647,2775,12,1,0,130,0.5
106474199,2775,12,1,0,160,0.525
48679639,2775,12,1,0,86,0.44186
135367383,2775,12,1,0,143,0.51049
173112023,2775,12,1,0,99,0.454545
108542679,2775,12,1,0,160,0.525
114731735,2775,12,1,0,157,0.522293
213170903,2775,12,1,0,161,0.521739
232245975,2775,12,1,0,131,0.496183
24156887,2775,12,1,0,207,0.555556
135154391,2775,12,1,0,124,0.491935
125639383,2775,12,1,0,135,0.503704
9091799,2775,12,1,0,90,0.466667
247122648,2776,12,0,1,166,0.53012
41437912,2776,12,0,1,127,0.511811
125696728,2776,12,0,1,89,0.449438
258620120,2776,12,0,1,155,0.522581
60766936,2776,12,0,1,137,0.518248
145427160,2776,12,0,1,170,0.535294
70396632,2776,12,0,1,134,0.514925
25664216,2776,12,0,1,158,0.537975
130493144,2776,12,0,1,173,0.537572
67144408,2776,12,0,1,153,0.529412
251493080,2776,12,0,1,193,0.544041
209394392,2776,12,0,1,104,0.471154
78232280,2776,12,0,1,120,0.5
145582808,2776,12,0,1,97,0.463918
86956760,2776,12,0,1,155,0.529032
8084184,2776,12,0,1,61,0.409836
163207896,2776,12,0,1,67,0.38806
237202136,2776,12,0,1,66,0.378788
23104216,2776,12,0,1,77,0.441558
79874776,2776,12,0,1,128,0.507812
213252824,2776,12,0,1,188,0.542553
94178008,2776,12,0,1,71,0.408451
206523096,2776,12,0,1,134,0.507463
80898776,2776,12,0,1,166,0.536145
96860889,2777,12,1,0,87,0.436782
108694233,2777,12,1,0,233,0.55794
53869273,2777,12,1,0,56,0.339286
259635929,2777,12,1,0,182,0.532967
106293977,2777,12,1,0,84,0.428571
231647961,2777,12,1,0,158,0.518987
95423193,2777,12,1,0,228,0.557018
224070361,2777,12,1,0,107,0.46729
14707417,2777,12,1,0,173,0.543353
216443609,2777,12,1,0,188,0.537234
190175961,2777,12,1,0,134,0.5
180398809,2777,12,1,0,126,0.492063
101075673,2777,12,1,0,179,0.536313
237148889,2777,12,1,0,85,0.423529
21727961,2777,12,1,0,134,0.514925
15456985,2777,12,1,0,105,0.485714
160901849,2777,12,1,0,94,0.446809
1850073,2777,12,1,0,40,0.3
113236697,2777,12,1,0,92,0.445652
252013273,2777,12,1,0,90,0.433333
106666713,2777,12,1,0,98,0.459184
261892825,2777,12,1,0,131,0.496183
113289945,2777,12,1,0,92,0.445652
25115353,2777,12,1,0,55,0.345455
42765018,2778,12,0,1,70,0.414286
168549082,2778,12,0,1,121,0.495868
103779034,2778,12,0,1,52,0.326923
224160474,2778,12,0,1,131,0.503817
31603418,2778,12,0,1,133,0.518797
719578,2778,12,0,1,110,0.527273
225438426,2778,12,0,1,139,0.510791
209951450,2778,12,0,1,118,0.491525
129059546,2778,12,0,1,154,0.525974
265231066,2778,12,0,1,182,0.538462
113990362,2778,12,0,1,73,0.410959
262728410,2778,12,0,1,82,0.426829
31992538,2778,12,0,1,125,0.512
135703258,2778,12,0,1,181,0.541436
142510810,2778,12,0,1,70,0.4
209181402,2778,12,0,1,142,0.514085
7883482,2778,12,0,1,50,0.36
197741274,2778,12,0,1,134,0.507463
118782682,2778,12,0,1,119,0.495798
116796122,2778,12,0,1,84,0.440476
253246170,2778,12,0,1,147,0.517007
142527194,2778,12,0,1,132,0.507576
183233242,2778,12,0,1,145,0.517241
161594074,2778,12,0,1,102,0.470588
136399579,2779,12,1,0,246,0.560976
194497243,2779,12,1,0,164,0.52439
108333787,2779,12,1,0,176,0.534091
24558299,2779,12,1,0,142,0.521127
225569499,2779,12,1,0,123,0.487805
170486491,2779,12,1,0,259,0.563707
49519323,2779,12,1,0,113,0.486726
82668251,2779,12,1,0,128,0.5
126687963,2779,12,1,0,230,0.556522
14052059,2779,12,1,0,154,0.532468
1493723,2779,12,1,0,100,0.5
11168475,2779,12,1,0,171,0.54386
143416027,2779,12,1,0,189,0.539683
196799195,2779,12,1,0,161,0.521739
212404955,2779,12,1,0,99,0.454545
98495195,2779,12,1,0,144,0.513889
44264155,2779,12,1,0,173,0.537572
12790491,2779,12,1,0,149,0.530201
158694107,2779,12,1,0,102,0.460784
161372891,2779,12,1,0,232,0.556034
21224155,2779,12,1,0,191,0.549738
75414235,2779,12,1,0,112,0.482143
239422171,2779,12,1,0,96,0.447917
30456539,2779,12,1,0,163,0.533742
131431132,2780,12,0,1,81,0.432099
62749404,2780,12,0,1,164,0.536585
19671772,2780,12,0,1,137,0.525547
232962780,2780,12,0,1,134,0.507463
191666908,2780,12,0,1,153,0.522876
170744540,2780,12,0,1,240,0.5625
155990748,2780,12,0,1,140,0.514286
261147356,2780,12,0,1,136,0.507353
84687580,2780,12,0,1,117,0.495726
26368732,2780,12,0,1,101,0.485149
95800028,2780,12,0,1,114,0.491228
238238428,2780,12,0,1,101,0.465347
100072156,2780,12,0,1,133,0.511278
191851228,2780,12,0,1,83,0.433735
229063388,2780,12,0,1,150,0.52
168094428,2780,12,0,1,175,0.537143
137423580,2780,12,0,1,162,0.530864
252148444,2780,12,0,1,174,0.534483
55589596,2780,12,0,1,156,0.532051
162786012,2780,12,0,1,167,0.532934
61459164,2780,12,0,1,156,0.532051
66775772,2780,12,0,1,142,0.521127
99314396,2780,12,0,1,95,0.463158
164158172,2780,12,0,1,148,0.52027
121973469,2781,12,1,0,127,0.496063
205847261,2781,12,1,0,104,0.461538
151296733,2781,12,1,0,67,0.373134
55184093,2781,12,1,0,64,0.375
87698141,2781,12,1,0,128,0.5
125348573,2781,12,1,0,108,0.472222
43956957,2781,12,1,0,78,0.423077
213441245,2781,12,1,0,99,0.454545
121436893,2781,12,1,0,184,0.538043
97127133,2781,12,1,0,87,0.436782
35273437,2781,12,1,0,103,0.475728
224938717,2781,12,1,0,123,0.487805
241113821,2781,12,1,0,166,0.524096
97016541,2781,12,1,0,125,0.496
59808477,2781,12,1,0,126,0.5
89918173,2781,12,1,0,182,0.538462
50952925,2781,12,1,0,102,0.470588
6736605,2781,12,1,0,75,0.44
129223389,2781,12,1,0,89,0.438202
107649757,2781,12,1,0,84,0.428571
189020893,2781,12,1,0,134,0.5
11786973,2781,12,1,0,84,0.452381
93514461,2781,12,1,0,106,0.471698
176700125,2781,12,1,0,175,0.531429
41077470,2782,12,0,1,173,0.543353
196008670,2782,12,0,1,191,0.544503
33835742,2782,12,0,1,106,0.490566
195558110,2782,12,0,1,172,0.534884
188394206,2782,12,0,1,126,0.5
161860318,2782,12,0,1,113,0.486726
261331678,2782,12,0,1,101,0.465347
40135390,2782,12,0,1,108,0.490741
119306974,2782,12,0,1,100,0.47
208931550,2782,12,0,1,180,0.538889
103201502,2782,12,0,1,160,0.53125
47766238,2782,12,0,1,113,0.495575
138238686,2782,12,0,1,162,0.530864
264252126,2782,12,0,1,98,0.459184
249412318,2782,12,0,1,139,0.510791
112179934,2782,12,0,1,57,0.350877
193682142,2782,12,0,1,96,0.458333
11713246,2782,12,0,1,122,0.516393
66333406,2782,12,0,1,110,0.490909
217352926,2782,12,0,1,188,0.542553
178432734,2782,12,0,1,129,0.503876
7051998,2782,12,0,1,88,0.477273
187628254,2782,12,0,1,145,0.517241
170539742,2782,12,0,1,129,0.503876
206465759,2783,12,1,0,142,0.507042
3701471,2783,12,1,0,133,0.526316
116038367,2783,12,1,0,217,0.552995
232467167,2783,12,1,0,93,0.44086
149105375,2783,12,1,0,124,0.491935
169085663,2783,12,1,0,91,0.43956
166779615,2783,12,1,0,156,0.519231
19872479,2783,12,1,0,99,0.474747
41904863,2783,12,1,0,89,0.449438
244591327,2783,12,1,0,147,0.510204
62802655,2783,12,1,0,202,0.549505
193329887,2783,12,1,0,145,0.510345
211466975,2783,12,1,0,142,0.507042
221166303,2783,12,1,0,207,0.545894
73550559,2783,12,1,0,234,0.559829
126180063,2783,12,1,0,103,0.466019
231082719,2783,12,1,0,177,0.531073
99150559,2783,12,1,0,114,0.482456
11807455,2783,12,1,0,76,0.434211
185289439,2783,12,1,0,126,0.492063
204851935,2783,12,1,0,142,0.507042
191834847,2783,12,1,0,126,0.492063
31546079,2783,12,1,0,101,0.475248
47954655,2783,12,1,0,81,0.432099
136325856,2784,12,0,1,181,0.541436
240245472,2784,12,0,1,63,0.365079
73775840,2784,12,0,1,104,0.480769
224725728,2784,12,0,1,131,0.503817
241625824,2784,12,0,1,82,0.426829
111250144,2784,12,0,1,103,0.475728
124734176,2784,12,0,1,146,0.520548
136125152,2784,12,0,1,78,0.423077
268421856,2784,12,0,1,182,0.538462
229247712,2784,12,0,1,77,0.415584
181533408,2784,12,0,1,80,0.425
33794784,2784,12,0,1,76,0.434211
180972256,2784,12,0,1,80,0.425
73911008,2784,12,0,1,58,0.362069
61917920,2784,12,0,1,126,0.507937
74894048,2784,12,0,1,93,0.462366
192973536,2784,12,0,1,172,0.534884
117635808,2784,12,0,1,119,0.495798
94841568,2784,12,0,1,87,0.448276
61508320,2784,12,0,1,118,0.5
67705568,2784,12,0,1,134,0.514925
43477728,2784,12,0,1,135,0.518519
218860256,2784,12,0,1,150,0.52
146160352,2784,12,0,1,94,0.457447
30456545,2785,12,1,0,74,0.418919
141638369,2785,12,1,0,105,0.466667
111065825,2785,12,1,0,130,0.5
73726689,2785,12,1,0,169,0.532544
267295457,2785,12,1,0,201,0.542289
256670433,2785,12,1,0,174,0.528736
264153825,2785,12,1,0,117,0.478632
12405473,2785,12,1,0,111,0.495495
33016545,2785,12,1,0,114,0.491228
52734689,2785,12,1,0,148,0.52027
259779297,2785,12,1,0,147,0.510204
9886433,2785,12,1,0,342,0.587719
222202593,2785,12,1,0,139,0.503597
153221857,2785,12,1,0,94,0.446809
154811105,2785,12,1,0,159,0.522013
264620769,2785,12,1,0,182,0.532967
227441377,2785,12,1,0,158,0.518987
254028513,2785,12,1,0,174,0.528736
172419809,2785,12,1,0,232,0.556034
186497761,2785,12,1,0,72,0.388889
36043489,2785,12,1,0,95,0.463158
182278881,2785,12,1,0,191,0.539267
164248289,2785,12,1,0,94,0.446809
120040161,2785,12,1,0,138,0.507246
65313506,2786,12,0,1,126,0.507937
25139938,2786,12,0,1,93,0.473118
99760866,2786,12,0,1,106,0.481132
257231586,2786,12,0,1,128,0.5
50928354,2786,12,0,1,75,0.426667
51890914,2786,12,0,1,51,0.333333
220707554,2786,12,0,1,150,0.52
197237474,2786,12,0,1,129,0.503876
149248738,2786,12,0,1,86,0.44186
214719202,2786,12,0,1,85,0.435294
37133026,2786,12,0,1,92,0.467391
229546722,2786,12,0,1,101,0.465347
59116258,2786,12,0,1,110,0.490909
190991074,2786,12,0,1,153,0.522876
259767010,2786,12,0,1,66,0.378788
5528290,2786,12,0,1,59,0.40678
73841378,2786,12,0,1,123,0.504065
29186786,2786,12,0,1,79,0.443038
131316450,2786,12,0,1,127,0.503937
115112674,2786,12,0,1,84,0.440476
15235810,2786,12,0,1,170,0.547059
232057570,2786,12,0,1,85,0.435294
123034338,2786,12,0,1,57,0.350877
256068322,2786,12,0,1,101,0.465347
218544867,2787,12,1,0,85,0.423529
17591011,2787,12,1,0,159,0.534591
209976035,2787,12,1,0,69,0.376812
103480035,2787,12,1,0,114,0.482456
145353443,2787,12,1,0,170,0.529412
36592355,2787,12,1,0,76,0.421053
91208419,2787,12,1,0,106,0.471698
59300579,2787,12,1,0,118,0.491525
246590179,2787,12,1,0,90,0.433333
229620451,2787,12,1,0,93,0.44086
35650275,2787,12,1,0,103,0.475728
15436515,2787,12,1,0,70,0.414286
195926755,2787,12,1,0,64,0.359375
194816739,2787,12,1,0,96,0.447917
25393891,2787,12,1,0,120,0.5
117471971,2787,12,1,0,176,0.534091
189938403,2787,12,1,0,72,0.388889
209038051,2787,12,1,0,69,0.376812
172612323,2787,12,1,0,67,0.373134
166337251,2787,12,1,0,110,0.472727
61741795,2787,12,1,0,145,0.517241
110381795,2787,12,1,0,130,0.5
101108451,2787,12,1,0,106,0.471698
76110563,2787,12,1,0,58,0.344828
265456356,2788,12,0,1,144,0.513889
191449828,2788,12,0,1,88,0.443182
136407780,2788,12,0,1,89,0.449438
138885860,2788,12,0,1,227,0.559471
112728804,2788,12,0,1,106,0.481132
103922404,2788,12,0,1,152,0.526316
61713124,2788,12,0,1,56,0.357143
42621668,2788,12,0,1,173,0.543353
22956772,2788,12,0,1,85,0.458824
27319012,2788,12,0,1,90,0.466667
73562852,2788,12,0,1,123,0.504065
192670436,2788,12,0,1,107,0.476636
121006820,2788,12,0,1,184,0.543478
72207076,2788,12,0,1,112,0.491071
86469348,2788,12,0,1,82,0.439024
100440804,2788,12,0,1,114,0.491228
94628580,2788,12,0,1,144,0.520833
253541092,2788,12,0,1,212,0.551887
137992932,2788,12,0,1,143,0.517483
97999588,2788,12,0,1,125,0.504
40889060,2788,12,0,1,62,0.387097
107551460,2788,12,0,1,141,0.51773
44378852,2788,12,0,1,200,0.555
136415972,2788,12,0,1,89,0.449438
102836965,2789,12,1,0,141,0.510638
80534245,2789,12,1,0,185,0.540541
239094501,2789,12,1,0,74,0.391892
51432165,2789,12,1,0,159,0.528302
127474405,2789,12,1,0,173,0.531792
77748965,2789,12,1,0,50,0.3
33893093,2789,12,1,0,160,0.53125
68238053,2789,12,1,0,172,0.534884
158604005,2789,12,1,0,129,0.496124
245463781,2789,12,1,0,93,0.44086
34720485,2789,12,1,0,84,0.440476
112380645,2789,12,1,0,92,0.445652
93870821,2789,12,1,0,144,0.513889
16874213,2789,12,1,0,121,0.504132
169675493,2789,12,1,0,129,0.496124
107395813,2789,12,1,0,187,0.540107
150313701,2789,12,1,0,151,0.516556
13605605,2789,12,1,0,62,0.387097
1800933,2789,12,1,0,62,0.419355
79301349,2789,12,1,0,128,0.5
8370917,2789,12,1,0,96,0.479167
156850917,2789,12,1,0,140,0.507143
228154085,2789,12,1,0,131,0.496183
136624869,2789,12,1,0,135,0.503704
110652134,2790,12,0,1,130,0.507692
37305062,2790,12,0,1,84,0.452381
226519782,2790,12,0,1,74,0.405405
115690214,2790,12,0,1,92,0.456522
207735526,2790,12,0,1,161,0.52795
154901222,2790,12,0,1,113,0.486726
21879526,2790,12,0,1,134,0.522388
189971174,2790,12,0,1,134,0.507463
145083110,2790,12,0,1,132,0.507576
96332518,2790,12,0,1,68,0.397059
43191014,2790,12,0,1,116,0.5
131267302,2790,12,0,1,62,0.370968
207289062,2790,12,0,1,88,0.443182
229219046,2790,12,0,1,150,0.52
213994214,2790,12,0,1,142,0.514085
154598118,2790,12,0,1,159,0.528302
41671398,2790,12,0,1,89,0.460674
92216038,2790,12,0,1,71,0.408451
256408294,2790,12,0,1,220,0.554545
117693158,2790,12,0,1,138,0.514493
182274790,2790,12,0,1,80,0.425
197987046,2790,12,0,1,153,0.522876
202967782,2790,12,0,1,123,0.495935
192342758,2790,12,0,1,69,0.391304
202627815,2791,12,1,0,199,0.542714
121330407,2791,12,1,0,157,0.522293
102087399,2791,12,1,0,198,0.545455
224639719,2791,12,1,0,93,0.44086
79317735,2791,12,1,0,158,0.525316
135191271,2791,12,1,0,108,0.472222
8473319,2791,12,1,0,120,0.508333
214211303,2791,12,1,0,142,0.507042
115186407,2791,12,1,0,268,0.567164
65972967,2791,12,1,0,172,0.534884
31038183,2791,12,1,0,190,0.547368
10210023,2791,12,1,0,144,0.527778
220244711,2791,12,1,0,158,0.518987
1411815,2791,12,1,0,157,0.547771
64838375,2791,12,1,0,148,0.52027
89815783,2791,12,1,0,163,0.527607
181324519,2791,12,1,0,164,0.52439
145038055,2791,12,1,0,143,0.51049
20519655,2791,12,1,0,126,0.507937
267950823,2791,12,1,0,147,0.510204
32959207,2791,12,1,0,160,0.53125
80681703,2791,12,1,0,185,0.540541
122546919,2791,12,1,0,119,0.487395
135203559,2791,12,1,0,92,0.445652
191777512,2792,12,0,1,83,0.433735
249264872,2792,12,0,1,109,0.477064
66464488,2792,12,0,1,96,0.46875
93924072,2792,12,0,1,106,0.481132
103262952,2792,12,0,1,87,0.448276
227289832,2792,12,0,1,88,0.443182
52513512,2792,12,0,1,121,0.504132
156912360,2792,12,0,1,140,0.514286
91683560,2792,12,0,1,117,0.495726
250116840,2792,12,0,1,90,0.444444
189369064,2792,12,0,1,191,0.544503
231885544,2792,12,0,1,85,0.435294
198830824,2792,12,0,1,126,0.5
198773480,2792,12,0,1,96,0.458333
235723496,2792,12,0,1,55,0.327273
205978344,2792,12,0,1,161,0.52795
15108840,2792,12,0,1,116,0.508621
264071912,2792,12,0,1,155,0.522581
70261480,2792,12,0,1,88,0.454545
256109288,2792,12,0,1,101,0.465347
162462440,2792,12,0,1,110,0.481818
131336936,2792,12,0,1,62,0.370968
263367400,2792,12,0,1,155,0.522581
209607400,2792,12,0,1,142,0.514085
240257769,2793,12,1,0,193,0.53886
61610729,2793,12,1,0,126,0.5
50006761,2793,12,1,0,75,0.413333
77921001,2793,12,1,0,134,0.507463
246074089,2793,12,1,0,166,0.524096
18959081,2793,12,1,0,121,0.504132
174119657,2793,12,1,0,164,0.52439
249363177,2793,12,1,0,147,0.510204
54868713,2793,12,1,0,232,0.560345
117791465,2793,12,1,0,260,0.565385
130382569,2793,12,1,0,192,0.541667
265726697,2793,12,1,0,196,0.540816
152083177,2793,12,1,0,121,0.487603
73829097,2793,12,1,0,215,0.553488
219056873,2793,12,1,0,131,0.496183
155962089,2793,12,1,0,159,0.522013
83065577,2793,12,1,0,174,0.534483
57621225,2793,12,1,0,137,0.510949
103103209,2793,12,1,0,179,0.536313
258333417,2793,12,1,0,98,0.44898
194620137,2793,12,1,0,248,0.560484
56806121,2793,12,1,0,194,0.546392
165374697,2793,12,1,0,232,0.556034
150596329,2793,12,1,0,94,0.446809
99986154,2794,12,0,1,133,0.511278
258722538,2794,12,0,1,155,0.522581
173751018,2794,12,0,1,99,0.464646
30628586,2794,12,0,1,144,0.527778
193567466,2794,12,0,1,172,0.534884
191101674,2794,12,0,1,126,0.5
191638250,2794,12,0,1,99,0.464646
47602410,2794,12,0,1,124,0.508065
218569450,2794,12,0,1,93,0.451613
35560170,2794,12,0,1,84,0.452381
182082282,2794,12,0,1,118,0.491525
85101290,2794,12,0,1,63,0.380952
34118378,2794,12,0,1,141,0.524823
165038826,2794,12,0,1,186,0.543011
162294506,2794,12,0,1,78,0.423077
240929514,2794,12,0,1,177,0.536723
177126122,2794,12,0,1,156,0.525641
201476842,2794,12,0,1,180,0.538889
211921642,2794,12,0,1,69,0.391304
195201770,2794,12,0,1,88,0.443182
133323498,2794,12,0,1,127,0.503937
4983530,2794,12,0,1,78,0.461538
139348714,2794,12,0,1,162,0.530864
157006570,2794,12,0,1,102,0.470588
264293099,2795,12,1,0,120,0.483333
52067051,2795,12,1,0,121,0.495868
46066411,2795,12,1,0,89,0.449438
182840043,2795,12,1,0,156,0.519231
167037675,2795,12,1,0,137,0.50365
201382635,2795,12,1,0,180,0.533333
14650091,2795,12,1,0,78,0.435897
9177835,2795,12,1,0,74,0.432432
178010859,2795,12,1,0,99,0.454545
262576875,2795,12,1,0,136,0.5
167586539,2795,12,1,0,129,0.496124
212167403,2795,12,1,0,161,0.521739
234519275,2795,12,1,0,131,0.496183
224348907,2795,12,1,0,107,0.46729
56539883,2795,12,1,0,167,0.532934
136100587,2795,12,1,0,143,0.51049
178539243,2795,12,1,0,99,0.454545
44960491,2795,12,1,0,181,0.541436
47839979,2795,12,1,0,143,0.517483
139946731,2795,12,1,0,154,0.519481
127716075,2795,12,1,0,84,0.428571
25754347,2795,12,1,0,101,0.475248
38976235,2795,12,1,0,138,0.514493
241621739,2795,12,1,0,147,0.510204
39566060,2796,12,0,1,81,0.444444
47487724,2796,12,0,1,67,0.402985
166370028,2796,12,0,1,148,0.52027
264141548,2796,12,0,1,117,0.487179
131992300,2796,12,0,1,154,0.525974
105470700,2796,12,0,1,84,0.440476
127728364,2796,12,0,1,154,0.525974
204372716,2796,12,0,1,161,0.52795
71330540,2796,12,0,1,169,0.538462
36756204,2796,12,0,1,149,0.530201
256080620,2796,12,0,1,147,0.517007
177326828,2796,12,0,1,202,0.549505
232168172,2796,12,0,1,85,0.435294
113478380,2796,12,0,1,92,0.456522
95394540,2796,12,0,1,90,0.455556
211155692,2796,12,0,1,131,0.503817
193141484,2796,12,0,1,96,0.458333
67713772,2796,12,0,1,91,0.461538
10447596,2796,12,0,1,117,0.512821
89979628,2796,12,0,1,52,0.326923
260188908,2796,12,0,1,66,0.378788
104889068,2796,12,0,1,117,0.495726
29649644,2796,12,0,1,155,0.535484
170822380,2796,12,0,1,118,0.491525
9124589,2797,12,1,0,147,0.530612
240556781,2797,12,1,0,128,0.492188
236260077,2797,12,1,0,139,0.503597
19618541,2797,12,1,0,110,0.490909
57494253,2797,12,1,0,156,0.525641
127830765,2797,12,1,0,84,0.428571
255822573,2797,12,1,0,155,0.516129
98626285,2797,12,1,0,160,0.525
202185453,2797,12,1,0,123,0.487805
227359469,2797,12,1,0,123,0.487805
157915885,2797,12,1,0,102,0.460784
73149165,2797,12,1,0,93,0.451613
127318765,2797,12,1,0,100,0.46
150194925,2797,12,1,0,140,0.507143
137784045,2797,12,1,0,200,0.545
141609709,2797,12,1,0,162,0.524691
115747565,2797,12,1,0,100,0.46
220125933,2797,12,1,0,131,0.496183
156932845,2797,12,1,0,113,0.477876
133638893,2797,12,1,0,116,0.482759
222051053,2797,12,1,0,112,0.473214
228981485,2797,12,1,0,177,0.531073
251951853,2797,12,1,0,90,0.433333
9616109,2797,12,1,0,82,0.45122
261651182,2798,12,0,1,109,0.477064
6327022,2798,12,0,1,102,0.5
215554798,2798,12,0,1,142,0.514085
120728302,2798,12,0,1,81,0.432099
35937006,2798,12,0,1,149,0.530201
189221614,2798,12,0,1,191,0.544503
93215470,2798,12,0,1,125,0.504
117914350,2798,12,0,1,176,0.539773
58608366,2798,12,0,1,145,0.524138
184933102,2798,12,0,1,88,0.443182
43031278,2798,12,0,1,154,0.532468
216177390,2798,12,0,1,69,0.391304
76057326,2798,12,0,1,104,0.480769
70400750,2798,12,0,1,123,0.504065
267344622,2798,12,0,1,136,0.507353
260676334,2798,12,0,1,155,0.522581
63032046,2798,12,0,1,183,0.546448
246356718,2798,12,0,1,109,0.477064
136325870,2798,12,0,1,108,0.481481
124013294,2798,12,0,1,146,0.520548
187734766,2798,12,0,1,126,0.5
107965166,2798,12,0,1,130,0.507692
177007342,2798,12,0,1,113,0.486726
10930926,2798,12,0,1,79,0.455696
206068463,2799,12,1,0,199,0.542714
64748271,2799,12,1,0,134,0.507463
213170927,2799,12,1,0,226,0.553097
84364015,2799,12,1,0,193,0.544041
255535855,2799,12,1,0,117,0.478632
136772335,2799,12,1,0,105,0.466667
198941423,2799,12,1,0,134,0.5
249678575,2799,12,1,0,71,0.380282
121899759,2799,12,1,0,76,0.407895
152357615,2799,12,1,0,121,0.487603
34872047,2799,12,1,0,122,0.5
44681967,2799,12,1,0,116,0.491379
10668783,2799,12,1,0,98,0.479592
246729455,2799,12,1,0,147,0.510204
104454895,2799,12,1,0,103,0.466019
151861999,2799,12,1,0,300,0.573333
154417903,2799,12,1,0,159,0.522013
11860719,2799,12,1,0,195,0.553846
45628143,2799,12,1,0,124,0.5
124603119,2799,12,1,0,119,0.487395
181930735,2799,12,1,0,107,0.46729
79133423,2799,12,1,0,139,0.510791
52693743,2799,12,1,0,140,0.514286
189709039,2799,12,1,0,191,0.539267
225831664,2800,12,0,1,131,0.503817
215694064,2800,12,0,1,80,0.425
181242608,2800,12,0,1,110,0.481818
66378480,2800,12,0,1,96,0.46875
145414896,2800,12,0,1,170,0.535294
8551152,2800,12,0,1,85,0.470588
152476400,2800,12,0,1,124,0.5
174295792,2800,12,0,1,118,0.491525
151943920,2800,12,0,1,143,0.517483
177851120,2800,12,0,1,83,0.433735
41704176,2800,12,0,1,135,0.518519
50670320,2800,12,0,1,89,0.460674
190167792,2800,12,0,1,88,0.443182
223771376,2800,12,0,1,66,0.378788
181336816,2800,12,0,1,99,0.464646
113191664,2800,12,0,1,130,0.507692
13744880,2800,12,0,1,146,0.534247
77232880,2800,12,0,1,55,0.345455
16128752,2800,12,0,1,97,0.484536
195082992,2800,12,0,1,64,0.375
234412784,2800,12,0,1,177,0.536723
242301680,2800,12,0,1,82,0.426829
196578032,2800,12,0,1,115,0.486957
115133168,2800,12,0,1,100,0.47
144648945,2801,12,1,0,170,0.529412
179542769,2801,12,1,0,118,0.483051
254556913,2801,12,1,0,117,0.478632
154757873,2801,12,1,0,86,0.430233
58747633,2801,12,1,0,80,0.425
80235249,2801,12,1,0,63,0.365079
172677873,2801,12,1,0,99,0.454545
204995313,2801,12,1,0,142,0.507042
147266289,2801,12,1,0,75,0.4
239704817,2801,12,1,0,112,0.473214
101247729,2801,12,1,0,49,0.285714
109615857,2801,12,1,0,92,0.445652
95574769,2801,12,1,0,125,0.496
98290417,2801,12,1,0,76,0.407895
204720881,2801,12,1,0,72,0.388889
61790961,2801,12,1,0,145,0.517241
34646769,2801,12,1,0,114,0.491228
112929521,2801,12,1,0,111,0.477477
226732785,2801,12,1,0,104,0.461538
123886321,2801,12,1,0,92,0.445652
191372017,2801,12,1,0,164,0.52439
210926321,2801,12,1,0,161,0.521739
253754097,2801,12,1,0,155,0.516129
235637489,2801,12,1,0,112,0.473214
195181298,2802,12,0,1,153,0.522876
98712306,2802,12,0,1,114,0.491228
256944882,2802,12,0,1,166,0.53012
250116850,2802,12,0,1,90,0.444444
199289586,2802,12,0,1,191,0.544503
152972018,2802,12,0,1,132,0.507576
5614322,2802,12,0,1,159,0.54717
251796210,2802,12,0,1,109,0.477064
